gene_symbol,Eprs1
analysis_id,h44m487ob1g71qf
gene_accession_id,MGI:97838
mouse_life_stage,E12.5
pvalue,0.6060433
parameter_id,ESLIM_011_001_705
parameter_name,Global prepulse inhibition
mouse_strain,C57BL
