parameter_id,IMPC_DXA_002_001
mouse_strain,C57BL
gene_symbol,Fgb
analysis_id,7sr8u67979304i0
mouse_life_stage,Early adult
gene_accession_id,MGI:99501
parameter_name,Fat mass
pvalue,0.380537
