parameter_id,HMGULA_CBC_017_001
parameter_name,Triglycerides
gene_accession_id,MGI:1332236
mouse_strain,129SV
gene_symbol,Cds2
analysis_id,20a792dz54e6041
pvalue,0.4434255
mouse_life_stage,Early adult
