parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1915848
mouse_strain,C57BL
analysis_id,oyt309114es50oi
parameter_name,Periphery average speed
gene_symbol,Dnajc8
pvalue,0.9236747
