gene_symbol,Ivd
pvalue,0.3048466
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GPO_002_001
analysis_id,ofkf3h4yyu5rt4o
parameter_name,Placenta Morphology
gene_accession_id,MGI:1929242
