gene_symbol,Galnt13
parameter_id,MGP_IMM_094_001
mouse_strain,C57BL
analysis_id,01859r190c76353
gene_accession_id,MGI:2139447
pvalue,0.4504833
mouse_life_stage,Middle aged adult
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
