gene_symbol,Hpca
analysis_id,52h1p3886hei3k0
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_020_001
gene_accession_id,MGI:1336200
pvalue,0
mouse_strain,C57BL
