gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
parameter_id,JAX_LDT_009_001
pvalue,0.9928212
mouse_strain,C57BL
parameter_name,Percent time in light
analysis_id,e03p338ev4hl7dz
