parameter_id,JAXLA_CSD_041_002
gene_symbol,Rhbg
gene_accession_id,MGI:1927379
analysis_id,97vk5t6564s0z29
parameter_name,Hindpaw - size
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6208942
