gene_symbol,Rab13
parameter_id,MGP_MLN_066_001
pvalue,0.517416
mouse_life_stage,Early adult
parameter_name,Effector CD4+ T helper cells - % of CD45+
analysis_id,06gfpu60962993i
mouse_strain,C57BL
gene_accession_id,MGI:1927232
