parameter_id,IMPC_OFD_012_001
gene_accession_id,MGI:2651854
mouse_strain,C57BL
pvalue,0.8058049
analysis_id,56935sbnz27gw8k
gene_symbol,Atg4c
parameter_name,Periphery permanence time
mouse_life_stage,Early adult
