parameter_id,MGP_PBI_030_001
gene_symbol,Ufc1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
pvalue,0.09715336
gene_accession_id,MGI:1913405
analysis_id,773y8c8q2903esz
