parameter_name,Periphery resting time
mouse_strain,C57BL
pvalue,0.4738351
analysis_id,4075rm4um347z55
gene_symbol,Lamb3
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_007
gene_accession_id,MGI:99915
