gene_symbol,Ddx27
mouse_strain,129SV
analysis_id,15d51e0c0hh6fbb
gene_accession_id,MGI:2385884
pvalue,0.2445329
parameter_id,IMPC_CSD_078_001
parameter_name,Vocalization
mouse_life_stage,Early adult
