parameter_name,Center permanence time
analysis_id,zcp3655393v2pd0
mouse_life_stage,Early adult
parameter_id,IMPC_OFD_016_001
gene_accession_id,MGI:2181659
pvalue,0.2118032
gene_symbol,Tox
mouse_strain,C57BL
