parameter_id,IMPC_GRS_009_001
analysis_id,jj1y75308esetmv
mouse_life_stage,Early adult
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_strain,C57BL
pvalue,0.9497809
gene_symbol,Psmd14
gene_accession_id,MGI:1913284
