gene_symbol,Fgb
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.9149582
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_accession_id,MGI:99501
parameter_id,MGP_MLN_066_001
analysis_id,k6rks9l5n0r03mp
