gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_id,IMPC_DXA_004_001
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
parameter_name,Bone Mineral Density (excluding skull)
pvalue,0.2073349
analysis_id,3j8xm7i672u57hx
