parameter_id,M-G-P_012_001_005
analysis_id,6g4j0pzl18zpnq7
gene_symbol,Slc39a10
pvalue,0.2010874
parameter_name,Body Weight
mouse_strain,C57BL
gene_accession_id,MGI:1914515
mouse_life_stage,E9.5
