gene_symbol,PSMD14
mouse_strain,C57BL
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_702
parameter_name,Prepulse inhibition - PP2
analysis_id,d9a22rxgt8om099
pvalue,0.1827617
