parameter_id,ESLIM_011_001_006
mouse_life_stage,Early adult
analysis_id,v1475flh70842q3
mouse_strain,C57BL
gene_symbol,Mapkap1
pvalue,0.6463051
gene_accession_id,MGI:2444554
parameter_name,110dB startle magnitude
