gene_symbol,Morn5
parameter_name,Platelet count
pvalue,0.9964002
mouse_life_stage,Early adult
analysis_id,0bi5kk3flx636ja
parameter_id,IMPC_HEM_008_001
mouse_strain,C57BL
gene_accession_id,MGI:1922745
