gene_symbol,Nipal3
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
mouse_strain,129SV
parameter_id,JAX_OFD_017_001
analysis_id,6e79q902s3sa9p7
pvalue,0.2726897
parameter_name,Center average speed
