pvalue,0.4649041
analysis_id,50k440hdo8684w9
gene_symbol,Psd4
parameter_name,Heart weight
mouse_life_stage,Early adult
parameter_id,HMGULA_HWT_008_001
mouse_strain,C57BL
gene_accession_id,MGI:2674093
