gene_symbol,Gja10
mouse_strain,C57BL
pvalue,0.1155187
mouse_life_stage,Early adult
parameter_name,Fractional Shortening
parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:1339969
analysis_id,6114qzy4xai4m4j
