parameter_name,Periphery average speed
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Exd1
parameter_id,IMPC_OFD_013_001
gene_accession_id,MGI:3045306
pvalue,0.7559023
analysis_id,11mwg116o1jrx3q
