gene_symbol,Secisbp2l
parameter_id,MGP_IMM_048_001
mouse_strain,C57BL
analysis_id,92h095726glw4tl
pvalue,0.9153527
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
parameter_name,Follicular B cells - % of B2 cells
