parameter_id,MGP_CSD_025_001
analysis_id,acg634k31o07ovb
gene_symbol,Col6a3
gene_accession_id,MGI:88461
mouse_strain,C57BL
pvalue,0.3760531
parameter_name,Ventral coat/hair presence
mouse_life_stage,Early adult
