parameter_id,MGP_PBI_011_001
analysis_id,1t709tbx34d7l04
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
gene_symbol,Hspa5
pvalue,0.182754
parameter_name,KLRG1+ mature NK cell percentage
