parameter_name,Tibia length
gene_symbol,Hpca
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
mouse_strain,C57BL
analysis_id,o95e4h3up6j2a9b
pvalue,0.562897
parameter_id,IMPC_XRY_033_001
