gene_symbol,Tnfsf8
mouse_strain,C57BL
pvalue,0.3112138
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_033_001
gene_accession_id,MGI:88328
analysis_id,i616l147df15n91
parameter_name,Gait
