gene_symbol,Eprs1
pvalue,0.726581
gene_accession_id,MGI:97838
parameter_id,IMPC_ECH_001_001
mouse_strain,C57BL
analysis_id,dyo79l3f70u6597
mouse_life_stage,E12.5
parameter_name,End-Systolic Diameter
