gene_symbol,Nucks1
analysis_id,l2807n0x6ti028n
gene_accession_id,MGI:1934811
parameter_id,IMPC_GRS_011_001
pvalue,0.06404413
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
