gene_symbol,Hpca
analysis_id,utg8h266fidj4n8
parameter_name,Total cholesterol
pvalue,0.9745868
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1336200
parameter_id,HMGULA_CBC_015_001
