parameter_id,MGP_MLN_001_001
gene_accession_id,MGI:106659
parameter_name,Total T cells - % of CD45+
mouse_life_stage,Early adult
analysis_id,k9qub1b4f9s292j
mouse_strain,C57BL
pvalue,0.5929851
gene_symbol,Sprr1b
