parameter_name,Whole arena average speed
mouse_life_stage,Early adult
gene_symbol,Frmpd1
parameter_id,HRWLLA_OFD_009_001
pvalue,0.535823
mouse_strain,C57BL
gene_accession_id,MGI:2446274
analysis_id,9ib4lxx0j845215
