parameter_id,IMPC_GEP_076_001
mouse_life_stage,E12.5
gene_symbol,Mapkap1
parameter_name,Cleft palate
gene_accession_id,MGI:2444554
pvalue,0.288026
analysis_id,1necjd4o7esb8y1
mouse_strain,C57BL
