gene_symbol,Lpgat1
mouse_strain,C57BL
parameter_id,IMPC_CBC_014_001
pvalue,0.6717946
mouse_life_stage,Early adult
analysis_id,13c06896lbh3y39
gene_accession_id,MGI:2446186
parameter_name,Alkaline phosphatase
