parameter_id,MGP_PBI_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1931322
parameter_name,KLRG1+ mature NK cell percentage
pvalue,0.3375036
gene_symbol,Car13
analysis_id,6h32rm2wc32lh82
