gene_symbol,Ola1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Response amplitude - S
gene_accession_id,MGI:1914309
analysis_id,3i34322mnc5j0t7
parameter_id,IMPC_ACS_006_001
pvalue,0.6822982
