gene_symbol,Nanp
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
parameter_id,MGP_MLN_006_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3628136
analysis_id,0588r5jjbilsg97
gene_accession_id,MGI:1914561
