gene_symbol,Wars2
pvalue,0.4451897
mouse_life_stage,E9.5
gene_accession_id,MGI:1917810
analysis_id,0uti477w40cniq2
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_strain,C57BL
parameter_id,MGP_MLN_074_001
