parameter_id,HMGULA_CBC_016_001
mouse_life_stage,E15.5
parameter_name,HDL-cholesterol
analysis_id,wq0b97076du231m
gene_accession_id,MGI:99501
pvalue,0.7526765
mouse_strain,C57BL
gene_symbol,Fgb
