gene_symbol,Mecom
parameter_name,110dB startle magnitude
mouse_strain,C57BL
pvalue,0.090727
parameter_id,ESLIM_011_001_006
analysis_id,yjrq0a5j9r971n0
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
