parameter_id,IMPC_GEO_048_002
parameter_name,Anophthalmia
mouse_life_stage,Early adult
gene_symbol,Zc2hc1a
mouse_strain,C57BL
gene_accession_id,MGI:1914556
analysis_id,73l96u0ka714447
pvalue,0.7874533
