gene_symbol,Ints7
analysis_id,51i7639f82355v7
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:1924315
pvalue,0.134413
parameter_name,Tremor
mouse_strain,C52BL
mouse_life_stage,E9.5
