parameter_id,IMPC_HEM_002_001
gene_accession_id,MGI:1336200
pvalue,0.6198906
analysis_id,o0o2b9gogg92hii
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Hpca
parameter_name,Red blood cell count
