gene_symbol,Mecom
mouse_life_stage,E15.5
analysis_id,q31284qmb5q1f79
gene_accession_id,MGI:95457
parameter_name,NKT cells (panel A)
pvalue,0.8759625
mouse_strain,C57BL
parameter_id,IMPC_IMM_004_001
