parameter_id,JAX_OFD_021_001
parameter_name,Number of rears - total
mouse_life_stage,Early adult
gene_symbol,Dnajc5b
analysis_id,41zx015zed095x9
gene_accession_id,MGI:1913576
mouse_strain,C57BL
pvalue,0.7785077
