gene_symbol,Bmi1
gene_accession_id,MGI:88174
pvalue,0.1170423
parameter_id,MGP_PBI_014_001
mouse_life_stage,Early adult
analysis_id,un0dgaw61xgv0s0
parameter_name,B cell percentage
mouse_strain,C57BL
