gene_symbol,Lurap1
gene_accession_id,MGI:1915325
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5492402
parameter_id,IMPC_ABR_002_001
analysis_id,tj91ighnk12o2t6
parameter_name,Click-evoked ABR threshold
