parameter_name,Creatinine
gene_symbol,Rnf114
mouse_life_stage,Early adult
analysis_id,1br6tlp698b9j16
pvalue,0.7159984
parameter_id,JAX_URI_002_001
gene_accession_id,MGI:1933159
mouse_strain,C57BL
