parameter_id,MGP_IMM_101_001
gene_accession_id,MGI:1341628
gene_symbol,Atrn
mouse_strain,C57BL
parameter_name,KLRG1+ NK cells - % of CD45+
mouse_life_stage,Early adult
pvalue,0.7997792
analysis_id,v5517eey974949c
