parameter_id,ESLIM_011_001_006
gene_accession_id,MGI:894679
parameter_name,110dB startle magnitude
analysis_id,an3j1w8160v6o97
pvalue,0.7341435
gene_symbol,Bach2
mouse_life_stage,Early adult
mouse_strain,C57BL
