gene_symbol,Cldn19
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
parameter_id,IMPC_OWT_004_001
mouse_strain,C57BL
pvalue,0.647414
parameter_name,Right kidney weight
analysis_id,7968pvoi445i572
