gene_symbol,Ubxn11
pvalue,0.5801221
analysis_id,cvcg6s48077ye29
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
parameter_id,JAX_SLW_013_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1914836
