pvalue,0.2127305
analysis_id,54766gpa08wn831
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:2444554
mouse_strain,C57BL
gene_symbol,Mapkap1
parameter_id,MGP_MLN_071_001
