gene_symbol,Ddx27
analysis_id,0y35yd96fz12u9z
gene_accession_id,MGI:2385884
mouse_strain,129SV
pvalue,0.8969891
parameter_id,IMPC_DXA_009_001
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
