mouse_life_stage,E9.5
parameter_name,CD103+ CD11b-low cDC - % of CD45+
gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_id,MGP_IMM_131_001
mouse_strain,C57BL
analysis_id,2h95dj3ifc06309
pvalue,0.449677
