parameter_id,MGP_CSD_067_001
mouse_strain,C57BL
analysis_id,4v4525qsy2qoo73
pvalue,0.9282597
parameter_name,Snout size
gene_symbol,Bmp7
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
