parameter_name,Calcium
parameter_id,IMPC_CBC_009_001
mouse_life_stage,Middle aged adult
analysis_id,ojem6878ep2u04n
gene_accession_id,MGI:1336200
pvalue,0.658905
gene_symbol,Hpca
mouse_strain,C57BL
