parameter_name,Embryo Size
mouse_life_stage,E12.5
parameter_id,IMPC_GEO_019_001
gene_accession_id,MGI:87968
mouse_strain,C57BL
pvalue,0.8735628
analysis_id,30lwn26v4214af3
gene_symbol,Ahcy
