gene_symbol,Fgb
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_id,IMPC_GRS_009_001
gene_accession_id,MGI:99501
pvalue,0.1424821
analysis_id,qqb2qj82qks0mhg
parameter_name,Forelimb and hindlimb grip strength measurement mean
