gene_symbol,Rnf114
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,HRWLLA_FEA_015_001
parameter_name,Cue Baseline % Freezing Time
analysis_id,co8xsm6345w40m8
pvalue,0.92494
gene_accession_id,MGI:1933159
